key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,18.108,space,7.945,63209,0,0,0,0,1,guest,001,2020-12-08_13h19.01.953,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,guest,001,2020-12-08_13h19.01.953,main,2020.2.5,MacIntel,60,y,13.615
