key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,18.870475,space,33.97304,99749,0,0,0,0,1,Tray,001,2020-12-08_11h03.56.136,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Tray,001,2020-12-08_11h03.56.136,main,2020.2.5,MacIntel,60,n,9.291545
