key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,2.654875,space,1.306175,80170,0,0,0,0,1,,001,2020-12-07_15h30.05.706,main,2020.2.5,Win32,60,,
,,,,,,,,,,,001,2020-12-07_15h30.05.706,main,2020.2.5,Win32,60,y,4.98066
