key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,15.445695,space,4.25511,57063,0,0,0,0,1,A,001,2020-12-07_21h03.16.475,main,2020.2.5,Win32,60,,
,,,,,,,,,,A,001,2020-12-07_21h03.16.475,main,2020.2.5,Win32,60,n,3.57152
