key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,11.275635,space,7.297115,96823,0,0,0,0,1,Yohance :),001,2020-12-12_09h56.30.200,main,2020.2.5,Win32,60,,
,,,,,,,,,,Yohance :),001,2020-12-12_09h56.30.200,main,2020.2.5,Win32,60,n,5.5997
