key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,2.31255,space,2.399705,65664,0,0,0,0,1,pablo,001,2020-12-08_16h40.57.728,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,pablo,001,2020-12-08_16h40.57.728,main,2020.2.5,MacIntel,60,y,2.344415
