key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,18.94132,space,12.426015,64910,0,0,0,0,1,Charlie ,001,2020-12-08_14h26.06.136,main,2020.2.5,Win32,60,,
,,,,,,,,,,Charlie ,001,2020-12-08_14h26.06.136,main,2020.2.5,Win32,60,n,13.588945
