key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,18.015,space,16.935,40351,0,0,0,0,1,Shaq Daddy,001,2020-12-11_17h25.30.424,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Shaq Daddy,001,2020-12-11_17h25.30.424,main,2020.2.5,MacIntel,60,n,14.024
