key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,15.127915,space,9.57155,11762,0,0,0,0,1,Rishon,001,2020-12-07_20h11.02.044,main,2020.2.5,Win32,60,,
,,,,,,,,,,Rishon,001,2020-12-07_20h11.02.044,main,2020.2.5,Win32,60,n,9.53024
