key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,34.174695,space,64.69187,433,0,0,0,0,1,Lie ,001,2020-12-09_19h29.52.182,main,2020.2.5,Win32,60,,
,,,,,,,,,,Lie ,001,2020-12-09_19h29.52.182,main,2020.2.5,Win32,60,n,20.043455
