key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,12.903685,space,8.439635,759,0,0,0,0,1,B,001,2020-11-30_19h54.31.698,main,2020.2.5,Win32,60,,
,,,,,,,,,,B,001,2020-11-30_19h54.31.698,main,2020.2.5,Win32,60,y,5.96387
