key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,14.468,space,9.392,433,0,0,0,0,1,umm,001,2020-12-09_22h25.46.178,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,umm,001,2020-12-09_22h25.46.178,main,2020.2.5,MacIntel,60,y,8.955
