key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,2.944975,space,11.17889,433,0,0,0,0,1,hello,001,2020-12-10_10h43.53.148,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,hello,001,2020-12-10_10h43.53.148,main,2020.2.5,MacIntel,60,y,7.649
