key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,28.193,space,8.372,805,0,0,0,0,1,Paul,001,2020-11-28_21h56.08.998,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Paul,001,2020-11-28_21h56.08.998,main,2020.2.5,MacIntel,60,n,7.822
