key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,114.319385,space,8.71016,83445,0,0,0,0,1,Brandon,001,2020-12-05_19h12.37.799,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Brandon,001,2020-12-05_19h12.37.799,main,2020.2.5,MacIntel,60,n,48.51787
