key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,15.99999,space,5.349695,9489,0,0,0,0,1,Jim,001,2020-12-08_13h09.18.962,main,2020.2.5,Win32,60,,
,,,,,,,,,,Jim,001,2020-12-08_13h09.18.962,main,2020.2.5,Win32,60,y,10.251695
