key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,3.836,space,8.998,506,0,0,0,0,1,Kristen ,001,2020-11-30_14h19.54.502,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Kristen ,001,2020-11-30_14h19.54.502,main,2020.2.5,MacIntel,60,n,7.77
