key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,7.6,space,5.471,64718,0,0,0,0,1,Kaylee,001,2020-12-05_15h09.27.114,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Kaylee,001,2020-12-05_15h09.27.114,main,2020.2.5,MacIntel,60,y,6.329
