key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,19.939315,space,9.261625,433,0,0,0,0,1,M,001,2020-12-10_08h47.26.637,main,2020.2.5,Win32,60,,
,,,,,,,,,,M,001,2020-12-10_08h47.26.637,main,2020.2.5,Win32,60,n,4.68104
