key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,12.6237,5,12.684835,232,0,0,0,0,1,Karen,001,2020-11-30_13h56.54.776,main,2020.2.5,Win32,60,,
,,,,,,,,,,Karen,001,2020-11-30_13h56.54.776,main,2020.2.5,Win32,60,n,5.706945
