key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,14.831135,space,11.48011,433,0,0,0,0,1,Megan,001,2020-12-09_22h42.51.699,main,2020.2.5,Win32,60,,
,,,,,,,,,,Megan,001,2020-12-09_22h42.51.699,main,2020.2.5,Win32,60,n,5.889595
