key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,2.959025,space,2.65105,433,0,0,0,0,1,me,001,2020-12-10_13h46.45.671,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,me,001,2020-12-10_13h46.45.671,main,2020.2.5,MacIntel,60,y,25.305445
