key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,18.223,space,11.759,553,0,0,0,0,1,Zach,001,2020-11-30_19h06.03.586,main,2020.2.5,MacIntel,60,,
,,,,,,,,,,Zach,001,2020-11-30_19h06.03.586,main,2020.2.5,MacIntel,60,y,41.585
